id,prospect_id,isnewleadprimary,assigned_to_user_id,position_role_id,leadid,name1,name2,email1,email2,mobile1,mobile2,landline1,landline2,camp_name,camp_id,reason,lastcalldate,cool_off_flag,cool_off_timestamp,is_member,product_id,interested,dnc_flag,is_active_lead_primary,hfrp_id,type_of_lead,handheld,qualified,qualified_at,qma_date,qma_flag,sms_confirmed,refer_id,age_group,offer,active_lead_id,web_data_source,city,data_collt_date,lead_stage,pullpushflag,status,lead_score,lead_status,lead_call_status,is_active,reason_for_interested,reason_for_followup,reason_for_qualified,callback_date,app_date,venue_list,app_address,app_location,pincode,remark,no_of_calls,no_of_call_attempts,landmark,sales_owner,marital_status,car_model,car_make,campaign_sub_type,price_bracket,occupation,last_call_date,promoter_name,promoter_agency,owner_user_id,keyword,placement,event_string,mobile_device,time_spent,os,concatenated_string,voucher_no,coupon_status,coupon_gen_date,voucher_valid_upto,car_make1,car_model1,car_make2,car_model2,type,team,calldisabled,opc_level_info,data_collection_date,preferredTime,prospectcity,prospectcountry,cardtype,frequentflyer,doyouownacar,daysholidaysinayr,adv_holiday_planned,refersourceId,datasource,source,mobiledevice,concatstring,lead_control_location,excel_type,is_web,is_excel,is_opportunity,opportunity_id,ib_lead_id,preferred_communication,preferred_day,preferred_time,device,response_coupon_no,web_accessed_from,device_serial_no,guest_member_flag,hep_member_id,lead_generated_user_2,no_of_times_leads_created,HFRP_referred_by,reason_for_rejection,reason_for_inactivation,cool_off_end_date,hep_average_rating,fresh_lead,hep_checkin_date,cooloff_end_date,referred_prospect_first_name,hep_source_name,hfrp_member_id,lead_generated_user_1,prname,reason_rej_inactive,is_segment,reason_id,created_at,created_by,updated_by,updated_at,track_record_id,is_customer
54,P-i8wszs35oc,Y,NULL,126,L-4ka0cozs2c,Test_264.,,,,7000000268,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-sxovnehb9l,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
55,P-qprvngnhdg,Y,NULL,126,L-6vtckndicx,Test_265.,,,,7000000269,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-803g0lw8t5,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
56,P-3iyc1k86ef,Y,NULL,126,L-h5yqo4qwn1,Test_266.,,,,7000000270,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-oktzuxprta,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
57,P-py087zcxvf,Y,NULL,126,L-k5yrth9gry,Test_267.,,,,7000000271,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-qp81tzgpvu,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
58,P-n9kwe41u2t,Y,NULL,126,L-ffx8us67b4,Test_268.,,,,7000000272,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-bu6cwayuc6,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
59,P-3csjab0p7k,Y,NULL,126,L-km0d95i0i2,Test_269.,,,,7000000273,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-n2yvdfbitl,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
60,P-4dv26dw6je,Y,NULL,126,L-j9fvjni832,Test_270.,,,,7000000274,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-7b1cefw90n,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
61,P-tssbsnndka,Y,NULL,126,L-rl187bs64e,Test_271.,,,,7000000275,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-5xj1rvq5mn,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
62,P-spngycjyfm,Y,NULL,126,L-btdzufcz3v,Test_272.,,,,7000000276,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-8f3emlsueh,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
63,P-tq3d1eudky,Y,NULL,126,L-8oc29y1gmd,Test_273.,,,,7000000277,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-8rumvkhp48,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
64,P-4yk4p26l4l,Y,NULL,126,L-87y4qoglks,Test_274.,,,,7000000278,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-lhn9qbbqoh,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
65,P-pxtsw8ptt0,Y,NULL,126,L-h4g506cp4a,Test_275.,,,,7000000279,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-gd665er9rz,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
66,P-jp2fxjzmmv,Y,NULL,126,L-6vngcy5ydk,Test_276.,,,,7000000280,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-qf8auxi743,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
67,P-2mqbv50ecb,Y,NULL,126,L-7744myx3h3,Test_277.,,,,7000000281,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-vnmmhv43vs,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
68,P-k510j8gs0x,Y,NULL,126,L-axnkm3sgfw,Test_278.,,,,7000000282,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-s8mssvjtea,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
69,P-iql4m1bm40,Y,NULL,126,L-rbrj7simci,Test_279.,,,,7000000283,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-6wc5mmg5dg,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
70,P-tl00lhlrz5,Y,NULL,126,L-4cxpbit8gs,Test_280.,,,,7000000284,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-splo2hxo8z,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
71,P-5da26rdfb1,Y,NULL,126,L-a5mw0hxnjo,Test_281.,,,,7000000285,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-hc4o70equ9,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
72,P-90qkhuenx2,Y,NULL,126,L-cfn6pvt3u7,Test_282.,,,,7000000286,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-agvck5cz3t,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
73,P-pdhrkniere,Y,NULL,126,L-i389qfnvzf,Test_283.,,,,7000000287,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-i4myfsnesu,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
74,P-metdiotj45,Y,NULL,126,L-miigpivbwm,Test_284.,,,,7000000288,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-lwwbp3okfl,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
75,P-1760yb3xn8,Y,NULL,126,L-sqi5uowfek,Test_285.,,,,7000000289,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-ibg7jzu77y,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
76,P-i37u9hbou3,Y,NULL,126,L-mlhv932cbf,Test_286.,,,,7000000290,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-qbxyotw16m,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
77,P-rvtdfkpgv1,Y,NULL,126,L-tvuu64p5wy,Test_287.,,,,7000000291,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-ixp1746oix,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
